timestamp,power_usage,solar_output,battery_level,site,temperature_c
2026-05-25 15:42:44,4.81,2.78,64,Site-C,27.7
2026-05-25 15:57:44,4.39,2.62,69,Site-B,30.1
2026-05-25 16:12:44,4.24,2.12,63,Site-B,21.0
2026-05-25 16:27:44,4.25,1.95,60,Site-C,20.4
2026-05-25 16:42:44,4.15,1.89,59,Site-A,22.8
2026-05-25 16:57:44,4.43,1.88,61,Site-B,21.7
2026-05-25 17:12:44,3.77,1.31,57,Site-C,28.7
2026-05-25 17:27:44,3.79,1.01,58,Site-A,32.1
2026-05-25 17:42:44,3.71,1.11,58,Site-A,31.3
2026-05-25 17:57:44,3.64,1.09,59,Site-A,28.1
2026-05-25 18:12:44,3.32,0.0,58,Site-C,28.8
2026-05-25 18:27:44,3.35,0.0,48,Site-A,31.7
2026-05-25 18:42:44,3.37,0.01,53,Site-A,23.5
2026-05-25 18:57:44,3.09,0.12,55,Site-B,33.4
2026-05-25 19:12:44,2.11,0.0,55,Site-A,22.8
2026-05-25 19:27:44,2.18,0.0,53,Site-A,29.3
2026-05-25 19:42:44,2.02,0.0,57,Site-B,22.9
2026-05-25 19:57:44,2.46,0.0,50,Site-C,20.8
2026-05-25 20:12:44,0.96,0.0,59,Site-B,30.6
2026-05-25 20:27:44,1.51,0.0,56,Site-C,23.3
2026-05-25 20:42:44,1.57,0.0,55,Site-A,33.2
2026-05-25 20:57:44,1.84,0.0,58,Site-C,34.2
2026-05-25 21:12:44,1.36,0.0,57,Site-A,32.2
2026-05-25 21:27:44,1.06,0.0,56,Site-C,23.2
2026-05-25 21:42:44,1.21,0.0,59,Site-A,34.2
2026-05-25 21:57:44,1.47,0.0,57,Site-C,32.7
2026-05-25 22:12:44,0.5,0.0,57,Site-C,33.9
2026-05-25 22:27:44,0.82,0.0,56,Site-B,21.9
2026-05-25 22:42:44,0.5,0.0,56,Site-C,33.6
2026-05-25 22:57:44,0.77,0.0,59,Site-B,33.7
2026-05-25 23:12:44,0.58,0.0,59,Site-C,22.2
2026-05-25 23:27:44,0.5,0.0,60,Site-B,24.1
2026-05-25 23:42:44,0.73,0.0,58,Site-B,20.3
2026-05-25 23:57:44,0.5,0.0,58,Site-B,28.9
2026-05-26 00:12:44,0.57,0.0,61,Site-B,20.1
2026-05-26 00:27:44,0.55,0.0,61,Site-B,24.0
2026-05-26 00:42:44,0.5,0.0,57,Site-B,27.9
2026-05-26 00:57:44,0.5,0.0,59,Site-C,20.4
2026-05-26 01:12:44,0.5,0.0,57,Site-C,24.4
2026-05-26 01:27:44,0.53,0.0,57,Site-B,34.2
2026-05-26 01:42:44,0.67,0.0,53,Site-B,28.9
2026-05-26 01:57:44,0.59,0.0,63,Site-B,23.6
2026-05-26 02:12:44,0.81,0.0,59,Site-B,30.0
2026-05-26 02:27:44,1.27,0.0,53,Site-C,20.5
2026-05-26 02:42:44,1.19,0.0,54,Site-A,26.4
2026-05-26 02:57:44,0.93,0.0,56,Site-A,25.1
2026-05-26 03:12:44,1.15,0.0,57,Site-C,20.4
2026-05-26 03:27:44,1.32,0.0,53,Site-B,20.5
2026-05-26 03:42:44,1.68,0.0,52,Site-C,31.7
2026-05-26 03:57:44,1.4,0.0,58,Site-B,22.2
2026-05-26 04:12:44,1.51,0.0,59,Site-B,22.4
2026-05-26 04:27:44,1.51,0.0,52,Site-A,23.3
2026-05-26 04:42:44,1.54,0.0,56,Site-A,34.0
2026-05-26 04:57:44,1.89,0.0,57,Site-C,31.6
2026-05-26 05:12:44,1.93,0.0,55,Site-C,31.6
2026-05-26 05:27:44,2.03,0.0,57,Site-C,31.4
2026-05-26 05:42:44,2.08,0.0,58,Site-C,31.3
2026-05-26 05:57:44,2.71,0.0,50,Site-C,28.3
2026-05-26 06:12:44,2.73,0.06,53,Site-B,34.2
2026-05-26 06:27:44,2.86,0.0,56,Site-A,25.5
2026-05-26 06:42:44,2.89,0.02,53,Site-A,29.7
2026-05-26 06:57:44,3.41,0.12,55,Site-C,34.5
2026-05-26 07:12:44,3.58,1.04,59,Site-B,20.9
2026-05-26 07:27:44,3.45,1.37,58,Site-B,31.5
2026-05-26 07:42:44,3.62,1.02,59,Site-C,21.2
2026-05-26 07:57:44,3.59,0.85,57,Site-C,24.3
2026-05-26 08:12:44,3.81,2.24,61,Site-A,33.1
2026-05-26 08:27:44,4.23,1.96,60,Site-C,24.6
2026-05-26 08:42:44,4.25,1.83,61,Site-A,21.0
2026-05-26 08:57:44,3.87,2.02,63,Site-B,25.1
2026-05-26 09:12:44,4.91,2.43,63,Site-A,31.6
2026-05-26 09:27:44,4.64,2.83,63,Site-B,31.5
2026-05-26 09:42:44,4.62,3.32,67,Site-B,24.2
2026-05-26 09:57:44,4.67,2.86,63,Site-B,30.5
2026-05-26 10:12:44,5.26,3.65,66,Site-A,23.9
2026-05-26 10:27:44,5.34,3.7,71,Site-A,29.5
2026-05-26 10:42:44,5.23,3.42,66,Site-B,31.3
2026-05-26 10:57:44,4.3,3.18,68,Site-C,22.7
2026-05-26 11:12:44,5.67,4.26,66,Site-B,33.2
2026-05-26 11:27:44,5.48,4.01,71,Site-B,34.5
2026-05-26 11:42:44,5.86,3.88,66,Site-B,33.7
2026-05-26 11:57:44,4.83,3.9,69,Site-C,28.5
2026-05-26 12:12:44,5.86,4.17,68,Site-B,24.9
2026-05-26 12:27:44,5.61,3.94,72,Site-A,28.0
2026-05-26 12:42:44,5.05,3.7,65,Site-A,26.7
2026-05-26 12:57:44,5.51,3.82,69,Site-B,28.9
2026-05-26 13:12:44,5.41,3.82,71,Site-C,21.1
2026-05-26 13:27:44,5.72,3.87,68,Site-A,23.4
2026-05-26 13:42:44,5.22,4.07,69,Site-C,34.4
2026-05-26 13:57:44,5.49,3.92,70,Site-A,21.0
2026-05-26 14:12:44,5.42,3.51,69,Site-B,21.0
2026-05-26 14:27:44,5.22,3.79,67,Site-A,29.3
2026-05-26 14:42:44,5.2,3.51,64,Site-C,30.7
2026-05-26 14:57:44,4.96,3.25,67,Site-C,29.6
2026-05-26 15:12:44,4.83,3.28,65,Site-B,31.6
2026-05-26 15:27:44,4.58,3.12,67,Site-A,28.7
2026-05-26 15:42:44,4.76,3.16,64,Site-C,20.3
2026-05-26 15:57:44,4.69,2.6,66,Site-C,24.0
2026-05-26 16:12:44,4.34,2.0,62,Site-C,29.7
2026-05-26 16:27:44,3.86,1.93,58,Site-A,31.8
2026-05-26 16:42:44,4.48,1.89,61,Site-A,20.5
2026-05-26 16:57:44,4.37,1.85,59,Site-C,30.4
2026-05-26 17:12:44,3.72,1.28,59,Site-A,29.7
2026-05-26 17:27:44,4.38,1.02,54,Site-A,29.3
2026-05-26 17:42:44,3.6,1.11,58,Site-A,23.5
2026-05-26 17:57:44,3.51,0.95,53,Site-B,31.5
2026-05-26 18:12:44,2.89,0.51,54,Site-C,23.8
2026-05-26 18:27:44,2.84,0.0,50,Site-A,33.9
2026-05-26 18:42:44,3.25,0.0,52,Site-B,27.0
2026-05-26 18:57:44,2.5,0.13,56,Site-C,27.6
2026-05-26 19:12:44,2.62,0.0,56,Site-A,31.1
2026-05-26 19:27:44,2.27,0.0,56,Site-C,20.4
2026-05-26 19:42:44,2.39,0.0,55,Site-A,28.8
2026-05-26 19:57:44,2.35,0.0,55,Site-C,28.3
2026-05-26 20:12:44,1.72,0.0,53,Site-C,30.6
2026-05-26 20:27:44,1.89,0.0,56,Site-C,30.8
2026-05-26 20:42:44,1.79,0.0,58,Site-C,22.9
2026-05-26 20:57:44,2.59,0.0,55,Site-B,31.1
2026-05-26 21:12:44,1.52,0.0,57,Site-A,26.0
2026-05-26 21:27:44,0.96,0.0,60,Site-C,25.9
2026-05-26 21:42:44,1.44,0.0,56,Site-B,27.4
2026-05-26 21:57:44,1.08,0.0,56,Site-C,33.6
2026-05-26 22:12:44,0.87,0.0,56,Site-C,20.2
2026-05-26 22:27:44,0.69,0.0,62,Site-A,30.3
2026-05-26 22:42:44,0.79,0.0,54,Site-B,25.1
2026-05-26 22:57:44,1.04,0.0,55,Site-A,34.9
2026-05-26 23:12:44,1.09,0.0,57,Site-A,31.9
2026-05-26 23:27:44,0.56,0.0,58,Site-A,26.4
2026-05-26 23:42:44,0.5,0.0,57,Site-B,33.4
2026-05-26 23:57:44,0.5,0.0,59,Site-A,27.3
2026-05-27 00:12:44,0.81,0.0,56,Site-A,28.5
2026-05-27 00:27:44,0.5,0.0,58,Site-C,23.7
2026-05-27 00:42:44,0.67,0.0,57,Site-A,34.1
2026-05-27 00:57:44,0.5,0.0,56,Site-C,32.2
2026-05-27 01:12:44,0.68,0.0,58,Site-A,24.1
2026-05-27 01:27:44,0.9,0.0,55,Site-C,33.5
2026-05-27 01:42:44,0.5,0.0,59,Site-A,24.4
2026-05-27 01:57:44,0.57,0.0,61,Site-A,26.7
2026-05-27 02:12:44,1.0,0.0,56,Site-B,32.7
2026-05-27 02:27:44,0.9,0.0,59,Site-C,30.1
2026-05-27 02:42:44,0.5,0.0,60,Site-C,21.8
2026-05-27 02:57:44,1.12,0.0,54,Site-C,32.5
2026-05-27 03:12:44,1.23,0.0,57,Site-A,26.9
2026-05-27 03:27:44,1.55,0.0,58,Site-A,27.4
2026-05-27 03:42:44,1.56,0.0,59,Site-B,29.3
2026-05-27 03:57:44,1.3,0.0,57,Site-A,30.9
2026-05-27 04:12:44,1.89,0.0,58,Site-B,29.0
2026-05-27 04:27:44,1.56,0.0,53,Site-B,28.3
2026-05-27 04:42:44,1.94,0.0,55,Site-C,27.7
2026-05-27 04:57:44,1.5,0.0,58,Site-B,30.0
2026-05-27 05:12:44,2.72,0.0,57,Site-A,25.5
2026-05-27 05:27:44,2.94,0.0,53,Site-C,21.2
2026-05-27 05:42:44,2.04,0.0,55,Site-A,31.5
2026-05-27 05:57:44,2.63,0.0,56,Site-C,22.5
2026-05-27 06:12:44,3.43,0.0,52,Site-B,21.3
2026-05-27 06:27:44,3.02,0.0,55,Site-C,34.9
2026-05-27 06:42:44,2.72,0.0,54,Site-B,20.6
2026-05-27 06:57:44,2.91,0.08,54,Site-C,33.6
2026-05-27 07:12:44,3.66,1.26,62,Site-B,22.8
2026-05-27 07:27:44,3.8,0.82,53,Site-A,29.8
2026-05-27 07:42:44,3.36,0.98,57,Site-A,28.9
2026-05-27 07:57:44,3.94,0.89,58,Site-C,25.3
2026-05-27 08:12:44,4.36,2.24,62,Site-A,29.7
2026-05-27 08:27:44,4.36,1.87,58,Site-C,31.3
2026-05-27 08:42:44,4.59,1.78,59,Site-C,26.1
2026-05-27 08:57:44,4.32,1.86,57,Site-B,32.1
2026-05-27 09:12:44,5.19,2.3,62,Site-C,31.4
2026-05-27 09:27:44,4.96,2.89,63,Site-B,24.5
2026-05-27 09:42:44,4.64,2.46,64,Site-C,21.8
2026-05-27 09:57:44,5.07,3.04,62,Site-A,27.1
2026-05-27 10:12:44,5.21,3.99,69,Site-C,23.1
2026-05-27 10:27:44,5.54,3.49,66,Site-C,20.5
2026-05-27 10:42:44,5.87,3.51,64,Site-C,30.6
2026-05-27 10:57:44,5.47,3.7,68,Site-A,34.8
2026-05-27 11:12:44,5.28,3.96,70,Site-C,29.6
2026-05-27 11:27:44,5.81,4.03,66,Site-C,28.3
2026-05-27 11:42:44,5.23,3.7,68,Site-C,32.9
2026-05-27 11:57:44,5.55,4.18,70,Site-A,31.3
2026-05-27 12:12:44,5.62,4.08,66,Site-B,23.7
2026-05-27 12:27:44,4.82,3.93,67,Site-B,30.4
2026-05-27 12:42:44,5.28,3.78,67,Site-B,24.8
2026-05-27 12:57:44,6.22,3.79,65,Site-B,23.9
2026-05-27 13:12:44,5.04,3.61,67,Site-C,24.8
2026-05-27 13:27:44,5.38,4.04,67,Site-A,28.8
2026-05-27 13:42:44,5.48,4.15,66,Site-C,23.7
2026-05-27 13:57:44,5.84,3.82,67,Site-A,34.6
2026-05-27 14:12:44,5.42,3.43,64,Site-A,33.0
2026-05-27 14:27:44,5.55,3.57,68,Site-C,33.8
2026-05-27 14:42:44,5.15,3.31,63,Site-C,20.8
2026-05-27 14:57:44,4.82,3.14,65,Site-A,32.2
2026-05-27 15:12:44,4.95,2.84,60,Site-A,22.4
2026-05-27 15:27:44,5.09,2.81,60,Site-C,20.0
2026-05-27 15:42:44,4.59,3.12,67,Site-C,26.9
2026-05-27 15:57:44,4.89,2.83,64,Site-C,30.9
2026-05-27 16:12:44,4.11,1.88,58,Site-A,33.7
2026-05-27 16:27:44,4.62,2.1,61,Site-A,24.4
2026-05-27 16:42:44,4.81,2.03,59,Site-A,30.9
2026-05-27 16:57:44,4.58,1.93,62,Site-B,31.5
2026-05-27 17:12:44,3.68,0.9,57,Site-B,25.5
2026-05-27 17:27:44,3.17,1.1,61,Site-A,33.2
2026-05-27 17:42:44,3.92,0.96,55,Site-A,29.3
2026-05-27 17:57:44,3.24,1.32,58,Site-A,33.6
2026-05-27 18:12:44,3.42,0.07,52,Site-A,22.2
2026-05-27 18:27:44,3.5,0.19,52,Site-B,26.0
2026-05-27 18:42:44,3.17,0.2,54,Site-B,27.0
2026-05-27 18:57:44,3.21,0.31,56,Site-A,32.2
2026-05-27 19:12:44,2.17,0.0,56,Site-C,26.1
2026-05-27 19:27:44,2.7,0.0,55,Site-B,31.7
2026-05-27 19:42:44,2.83,0.0,55,Site-C,25.6
2026-05-27 19:57:44,2.41,0.0,57,Site-C,23.2
2026-05-27 20:12:44,1.44,0.0,57,Site-C,28.3
2026-05-27 20:27:44,1.86,0.0,59,Site-B,26.9
2026-05-27 20:42:44,1.58,0.0,59,Site-B,23.6
2026-05-27 20:57:44,2.14,0.0,52,Site-C,22.9
2026-05-27 21:12:44,0.58,0.0,60,Site-C,21.3
2026-05-27 21:27:44,1.33,0.0,57,Site-A,26.5
2026-05-27 21:42:44,1.03,0.0,58,Site-B,21.9
2026-05-27 21:57:44,1.39,0.0,56,Site-A,22.3
2026-05-27 22:12:44,1.02,0.0,62,Site-B,28.1
2026-05-27 22:27:44,0.62,0.0,62,Site-B,24.0
2026-05-27 22:42:44,0.91,0.0,58,Site-A,20.7
2026-05-27 22:57:44,0.67,0.0,59,Site-C,27.0
2026-05-27 23:12:44,0.5,0.0,54,Site-A,32.9
2026-05-27 23:27:44,0.5,0.0,60,Site-A,23.6
2026-05-27 23:42:44,0.5,0.0,58,Site-C,25.9
2026-05-27 23:57:44,0.5,0.0,58,Site-C,21.7
2026-05-28 00:12:44,0.5,0.0,59,Site-C,28.7
2026-05-28 00:27:44,1.06,0.0,54,Site-C,29.0
2026-05-28 00:42:44,0.81,0.0,60,Site-A,21.3
2026-05-28 00:57:44,0.51,0.0,58,Site-B,20.6
2026-05-28 01:12:44,1.04,0.0,55,Site-A,32.2
2026-05-28 01:27:44,0.5,0.0,60,Site-C,34.9
2026-05-28 01:42:44,0.66,0.0,58,Site-B,33.5
2026-05-28 01:57:44,0.72,0.0,59,Site-A,20.0
2026-05-28 02:12:44,1.45,0.0,59,Site-A,23.6
2026-05-28 02:27:44,0.99,0.0,59,Site-C,30.1
2026-05-28 02:42:44,0.9,0.0,54,Site-C,23.9
2026-05-28 02:57:44,1.12,0.0,52,Site-B,20.3
2026-05-28 03:12:44,1.0,0.0,58,Site-C,30.4
2026-05-28 03:27:44,1.25,0.0,55,Site-A,27.8
2026-05-28 03:42:44,1.25,0.0,55,Site-C,24.7
2026-05-28 03:57:44,1.14,0.0,56,Site-C,33.8
2026-05-28 04:12:44,1.91,0.0,55,Site-B,23.3
2026-05-28 04:27:44,1.64,0.0,56,Site-B,30.9
2026-05-28 04:42:44,1.97,0.0,55,Site-B,34.7
2026-05-28 04:57:44,1.5,0.0,55,Site-B,23.6
2026-05-28 05:12:44,2.51,0.0,55,Site-B,22.3
2026-05-28 05:27:44,2.39,0.0,52,Site-B,34.7
2026-05-28 05:42:44,2.36,0.0,51,Site-A,23.3
2026-05-28 05:57:44,1.75,0.0,57,Site-B,28.0
2026-05-28 06:12:44,2.48,0.17,55,Site-C,27.4
2026-05-28 06:27:44,2.39,0.0,57,Site-A,29.2
2026-05-28 06:42:44,2.67,0.12,57,Site-B,30.3
2026-05-28 06:57:44,2.82,0.19,53,Site-B,28.6
2026-05-28 07:12:44,4.0,0.69,56,Site-B,32.5
2026-05-28 07:27:44,3.76,0.87,60,Site-B,31.5
2026-05-28 07:42:44,3.87,1.17,57,Site-A,26.2
2026-05-28 07:57:44,3.69,0.89,56,Site-B,33.2
2026-05-28 08:12:44,4.18,2.12,59,Site-B,29.1
2026-05-28 08:27:44,4.07,2.25,60,Site-B,21.5
2026-05-28 08:42:44,4.17,1.8,62,Site-A,32.6
2026-05-28 08:57:44,4.21,2.08,63,Site-A,29.9
2026-05-28 09:12:44,4.93,2.87,65,Site-A,29.7
2026-05-28 09:27:44,5.22,2.79,60,Site-C,27.4
2026-05-28 09:42:44,5.08,2.83,63,Site-C,31.9
2026-05-28 09:57:44,4.59,2.54,63,Site-C,32.0
2026-05-28 10:12:44,5.13,3.27,70,Site-B,27.6
2026-05-28 10:27:44,5.23,3.52,68,Site-B,24.2
2026-05-28 10:42:44,4.95,3.48,67,Site-B,26.2
2026-05-28 10:57:44,4.94,3.39,66,Site-B,21.0
2026-05-28 11:12:44,5.58,3.8,68,Site-B,34.0
2026-05-28 11:27:44,5.53,3.84,67,Site-C,33.3
2026-05-28 11:42:44,5.37,4.05,67,Site-C,21.6
2026-05-28 11:57:44,6.03,3.72,63,Site-B,22.5
2026-05-28 12:12:44,5.74,3.97,66,Site-C,33.6
2026-05-28 12:27:44,5.07,3.96,67,Site-C,34.8
2026-05-28 12:42:44,5.54,4.22,73,Site-C,31.9
2026-05-28 12:57:44,5.75,3.97,67,Site-C,27.6
2026-05-28 13:12:44,5.69,4.24,71,Site-A,34.2
2026-05-28 13:27:44,5.42,3.72,69,Site-A,25.0
2026-05-28 13:42:44,5.32,3.81,70,Site-A,21.2
2026-05-28 13:57:44,6.13,3.67,65,Site-B,34.0
2026-05-28 14:12:44,5.47,3.46,68,Site-C,22.9
2026-05-28 14:27:44,5.28,3.7,67,Site-C,27.1
2026-05-28 14:42:44,5.13,3.44,67,Site-A,25.7
2026-05-28 14:57:44,4.79,3.44,67,Site-A,24.0
2026-05-28 15:12:44,4.97,2.53,62,Site-C,25.2
2026-05-28 15:27:44,4.44,2.86,65,Site-C,21.3
2026-05-28 15:42:44,4.59,2.98,63,Site-C,20.2
2026-05-28 15:57:44,4.63,3.04,64,Site-C,27.5
2026-05-28 16:12:44,3.98,1.7,57,Site-C,34.5
2026-05-28 16:27:44,4.08,2.15,63,Site-C,21.2
2026-05-28 16:42:44,4.0,2.0,60,Site-C,34.2
2026-05-28 16:57:44,3.98,2.18,65,Site-B,25.5
2026-05-28 17:12:44,3.68,1.03,55,Site-B,29.8
2026-05-28 17:27:44,3.27,0.87,55,Site-C,29.4
2026-05-28 17:42:44,3.71,1.19,55,Site-B,23.3
2026-05-28 17:57:44,3.51,1.02,61,Site-A,33.3
2026-05-28 18:12:44,3.0,0.0,53,Site-A,33.3
2026-05-28 18:27:44,2.47,0.22,58,Site-B,22.0
2026-05-28 18:42:44,2.82,0.0,50,Site-B,30.2
2026-05-28 18:57:44,3.45,0.0,55,Site-B,21.7
2026-05-28 19:12:44,2.31,0.0,56,Site-A,21.8
2026-05-28 19:27:44,2.33,0.0,58,Site-C,29.3
2026-05-28 19:42:44,2.3,0.0,53,Site-A,30.5
2026-05-28 19:57:44,2.05,0.0,56,Site-B,24.1
2026-05-28 20:12:44,1.87,0.0,55,Site-A,26.4
2026-05-28 20:27:44,2.05,0.0,53,Site-C,34.8
2026-05-28 20:42:44,1.89,0.0,53,Site-B,25.9
2026-05-28 20:57:44,1.75,0.0,59,Site-B,29.0
2026-05-28 21:12:44,1.64,0.0,57,Site-B,23.7
2026-05-28 21:27:44,0.92,0.0,56,Site-A,24.6
2026-05-28 21:42:44,1.25,0.0,55,Site-B,20.8
2026-05-28 21:57:44,1.49,0.0,56,Site-B,32.4
2026-05-28 22:12:44,0.5,0.0,58,Site-C,26.0
2026-05-28 22:27:44,0.98,0.0,53,Site-C,32.2
2026-05-28 22:42:44,0.5,0.0,56,Site-B,21.1
2026-05-28 22:57:44,0.96,0.0,57,Site-C,30.6
2026-05-28 23:12:44,1.03,0.0,57,Site-B,34.8
2026-05-28 23:27:44,0.5,0.0,58,Site-A,24.3
2026-05-28 23:42:44,0.89,0.0,57,Site-C,23.1
2026-05-28 23:57:44,0.68,0.0,60,Site-A,32.6
2026-05-29 00:12:44,1.1,0.0,59,Site-B,34.6
2026-05-29 00:27:44,0.5,0.0,62,Site-B,32.6
2026-05-29 00:42:44,0.54,0.0,61,Site-B,30.7
2026-05-29 00:57:44,1.25,0.0,57,Site-B,31.3
2026-05-29 01:12:44,0.56,0.0,61,Site-C,22.9
2026-05-29 01:27:44,0.5,0.0,59,Site-C,30.6
2026-05-29 01:42:44,0.5,0.0,60,Site-C,24.3
2026-05-29 01:57:44,1.24,0.0,59,Site-C,23.6
2026-05-29 02:12:44,0.63,0.0,60,Site-C,21.9
2026-05-29 02:27:44,0.72,0.0,56,Site-B,29.5
2026-05-29 02:42:44,1.18,0.0,59,Site-A,29.5
2026-05-29 02:57:44,0.71,0.0,56,Site-B,25.0
2026-05-29 03:12:44,1.0,0.0,59,Site-C,23.7
2026-05-29 03:27:44,0.86,0.0,56,Site-A,29.2
2026-05-29 03:42:44,1.53,0.0,54,Site-C,25.6
